states,percent_hispanic,percent_non_hispanic_american_indianalaska_native,percent_non_hispanic_asian,percent_non_hispanic_black,percent_non_hispanic_native_hawaiianpacific_islander,percent_non_hispanic_white,social_vulnerability_index,svi_category,cvac_level_of_concern_for_vaccination_rollout,cvac_level_of_concern,percent_adults_fully_vaccinated_against_covid19,estimated_hesitant
INDIANA,0.0206,0.0035,0.0037,0.0041,0.0,0.9543,0.03,Very Low Concern,0.44,Moderate Concern,0.22,0.2
IOWA,0.0245,0.0061,0.0023,0.0061,0.0,0.9535,0.09,Very Low Concern,0.0,Very Low Concern,0.248,0.19
IOWA,0.2549,0.0001,0.0991,0.0252,0.0149,0.5957,0.74,High Concern,0.03,Very Low Concern,0.335,0.19
IOWA,0.0975,0.0017,0.0025,0.0198,0.0,0.8707,0.39,Low Concern,0.07,Very Low Concern,0.217,0.18
INDIANA,0.0379,0.0,0.0026,0.0086,0.0,0.9423,0.34,Low Concern,0.79,High Concern,0.155,0.19
IOWA,0.0265,0.0017,0.0025,0.0008,0.0029,0.9544,0.04,Very Low Concern,0.04,Very Low Concern,0.223,0.18
IOWA,0.0523,0.0045,0.0065,0.0093,0.0,0.9171,0.13,Very Low Concern,0.02,Very Low Concern,0.334,0.21
IOWA,0.0128,0.0011,0.0028,0.006,0.0,0.9693,0.0,Very Low Concern,0.0,Very Low Concern,0.265,0.2
KANSAS,0.0189,0.0209,0.0001,0.005,0.0,0.9484,0.23,Low Concern,0.63,High Concern,0.203,0.2
IOWA,0.027,0.0024,0.0028,0.002,0.0014,0.9529,0.2,Very Low Concern,0.09,Very Low Concern,0.245,0.21
IOWA,0.0978,0.0723,0.0046,0.0092,0.0,0.8075,0.33,Low Concern,0.1,Very Low Concern,0.311,0.21
IOWA,0.0174,0.0004,0.0049,0.0019,0.0004,0.962,0.06,Very Low Concern,0.02,Very Low Concern,0.22,0.21
IOWA,0.077,0.0005,0.0102,0.0002,0.0,0.9038,0.28,Low Concern,0.14,Very Low Concern,0.282,0.21
IOWA,0.179,0.002,0.0087,0.0247,0.0003,0.7673,0.39,Low Concern,0.03,Very Low Concern,0.232,0.2
INDIANA,0.0167,0.005,0.0049,0.004,0.0006,0.9568,0.28,Low Concern,0.49,Moderate Concern,0.213,0.2
IOWA,0.0155,0.0032,0.003,0.0021,0.0,0.9657,0.03,Very Low Concern,0.01,Very Low Concern,0.227,0.2
INDIANA,0.0321,0.0083,0.0058,0.0538,0.0002,0.8872,0.59,Moderate Concern,0.73,High Concern,0.171,0.2
IOWA,0.0249,0.0001,0.002,0.0009,0.0,0.9694,0.05,Very Low Concern,0.0,Very Low Concern,0.317,0.19
IOWA,0.0492,0.0014,0.0095,0.0113,0.0003,0.9245,0.23,Low Concern,0.08,Very Low Concern,0.276,0.18
IOWA,0.0272,0.0014,0.0024,0.0032,0.0,0.9503,0.12,Very Low Concern,0.02,Very Low Concern,0.249,0.21
IOWA,0.0361,0.0022,0.0062,0.0276,0.0,0.9081,0.5,Moderate Concern,0.04,Very Low Concern,0.201,0.21
INDIANA,0.029,0.0015,0.0034,0.007,0.0,0.9486,0.09,Very Low Concern,0.6,Moderate Concern,0.211,0.19
INDIANA,0.0269,0.0017,0.0185,0.0667,0.0007,0.8549,0.73,High Concern,0.68,High Concern,0.233,0.2
IOWA,0.2807,0.0028,0.0207,0.0272,0.0016,0.6582,0.86,Very High Concern,0.33,Low Concern,0.286,0.19
INDIANA,0.0193,0.0015,0.0248,0.0254,0.0002,0.9176,0.35,Low Concern,0.71,High Concern,0.153,0.19
IOWA,0.0284,0.0008,0.0066,0.0047,0.0035,0.942,0.07,Very Low Concern,0.01,Very Low Concern,0.228,0.19
INDIANA,0.0833,0.0025,0.081,0.0519,0.0003,0.7583,0.49,Moderate Concern,0.66,High Concern,0.156,0.18
IOWA,0.044,0.0029,0.0031,0.004,0.0,0.9343,0.14,Very Low Concern,0.09,Very Low Concern,0.214,0.2
IOWA,0.0253,0.0017,0.0012,0.0099,0.0004,0.9576,0.06,Very Low Concern,0.06,Very Low Concern,0.243,0.2
IOWA,0.0304,0.0002,0.0435,0.0712,0.0,0.8053,0.49,Moderate Concern,0.13,Very Low Concern,0.154,0.21
INDIANA,0.0158,0.0004,0.008,0.0041,0.0,0.96,0.22,Low Concern,0.43,Moderate Concern,0.2,0.19
IOWA,0.044,0.0031,0.0237,0.094,0.0024,0.8109,0.43,Moderate Concern,0.04,Very Low Concern,0.249,0.2
IOWA,0.0464,0.0031,0.0127,0.016,0.0,0.9147,0.21,Low Concern,0.07,Very Low Concern,0.209,0.19
IOWA,0.0193,0.002,0.0112,0.0105,0.0002,0.946,0.19,Very Low Concern,0.01,Very Low Concern,0.253,0.19
IOWA,0.0771,0.0033,0.0077,0.0169,0.0001,0.8776,0.46,Moderate Concern,0.04,Very Low Concern,0.235,0.21
IOWA,0.0247,0.0016,0.0107,0.0351,0.0051,0.9075,0.23,Low Concern,0.01,Very Low Concern,0.295,0.2
IOWA,0.0235,0.0021,0.0047,0.0199,0.0,0.9346,0.25,Low Concern,0.02,Very Low Concern,0.229,0.19
INDIANA,0.0064,0.0009,0.0049,0.0256,0.0,0.9509,0.65,High Concern,0.73,High Concern,0.278,0.2
IOWA,0.0297,0.0026,0.0019,0.0076,0.0,0.9455,0.13,Very Low Concern,0.02,Very Low Concern,0.282,0.21
INDIANA,0.0187,0.0018,0.0267,0.0165,0.0,0.9239,0.07,Very Low Concern,0.27,Low Concern,0.314,0.17
IOWA,0.0299,0.0,0.0146,0.005,0.0006,0.94,0.45,Moderate Concern,0.07,Very Low Concern,0.208,0.21
IOWA,0.03,0.003,0.0069,0.0177,0.0,0.9268,0.68,High Concern,0.21,Low Concern,0.177,0.21
IOWA,0.0672,0.0023,0.0271,0.0745,0.0002,0.7997,0.27,Low Concern,0.02,Very Low Concern,0.235,0.19
IOWA,0.02,0.0002,0.0,0.0008,0.0,0.975,0.28,Low Concern,0.13,Very Low Concern,0.203,0.21
INDIANA,0.0409,0.0016,0.0051,0.0775,0.0001,0.8485,0.67,High Concern,0.65,High Concern,0.216,0.2
INDIANA,0.0197,0.0,0.0038,0.0095,0.0,0.9538,0.63,High Concern,0.84,Very High Concern,0.135,0.18
INDIANA,0.028,0.0,0.0025,0.0011,0.0,0.9489,0.07,Very Low Concern,0.44,Moderate Concern,0.185,0.2
KANSAS,0.0304,0.0028,0.0048,0.029,0.0,0.8812,0.49,Moderate Concern,0.62,High Concern,0.158,0.21
INDIANA,0.0837,0.0033,0.0023,0.0047,0.0,0.8933,0.24,Low Concern,0.53,Moderate Concern,0.247,0.2
IOWA,0.016,0.0034,0.0079,0.0201,0.0,0.9339,0.17,Very Low Concern,0.02,Very Low Concern,0.285,0.19
INDIANA,0.0093,0.0,0.009,0.0088,0.0,0.9632,0.17,Very Low Concern,0.56,Moderate Concern,0.293,0.19
KANSAS,0.0549,0.0078,0.0162,0.008,0.0,0.8947,0.28,Low Concern,0.64,High Concern,0.344,0.2
INDIANA,0.0346,0.001,0.0011,0.0059,0.0,0.9277,0.43,Moderate Concern,0.72,High Concern,0.236,0.21
INDIANA,0.0307,0.0022,0.0041,0.008,0.0,0.9435,0.14,Very Low Concern,0.52,Moderate Concern,0.209,0.2
IOWA,0.0195,0.0031,0.0036,0.0154,0.0,0.9424,0.16,Very Low Concern,0.0,Very Low Concern,0.292,0.19
IOWA,0.081,0.0025,0.0013,0.0126,0.0005,0.8909,0.26,Low Concern,0.06,Very Low Concern,0.227,0.18
INDIANA,0.0421,0.0005,0.0056,0.0117,0.0,0.9228,0.22,Low Concern,0.6,Moderate Concern,0.222,0.19
IOWA,0.0612,0.0011,0.0451,0.019,0.0,0.8542,0.06,Very Low Concern,0.01,Very Low Concern,0.221,0.16
INDIANA,0.0126,0.001,0.0044,0.0039,0.0,0.9641,0.03,Very Low Concern,0.57,Moderate Concern,0.317,0.18
IOWA,0.0264,0.0005,0.0031,0.0064,0.0042,0.9434,0.12,Very Low Concern,0.0,Very Low Concern,0.254,0.19
IOWA,0.0298,0.0,0.0034,0.0154,0.0001,0.9426,0.07,Very Low Concern,0.05,Very Low Concern,0.211,0.19
IOWA,0.0662,0.0026,0.0056,0.0127,0.0,0.9047,0.32,Low Concern,0.19,Very Low Concern,0.254,0.2
IOWA,0.0603,0.0005,0.0303,0.0135,0.0021,0.8918,0.12,Very Low Concern,0.04,Very Low Concern,0.266,0.2
IOWA,0.02,0.0173,0.0,0.0031,0.0041,0.9463,0.18,Very Low Concern,0.02,Very Low Concern,0.222,0.19
IOWA,0.1275,0.0,0.0,0.0025,0.0,0.8676,0.2,Very Low Concern,0.08,Very Low Concern,0.244,0.2
IOWA,0.0201,0.0028,0.0089,0.0045,0.0,0.957,0.09,Very Low Concern,0.0,Very Low Concern,0.273,0.18
INDIANA,0.0341,0.0018,0.0667,0.0303,0.0002,0.8351,0.45,Moderate Concern,0.63,High Concern,0.168,0.17
INDIANA,0.0261,0.0077,0.0039,0.0105,0.0003,0.9434,0.29,Low Concern,0.59,Moderate Concern,0.225,0.2
IOWA,0.0562,0.0019,0.0622,0.072,0.0007,0.7837,0.27,Low Concern,0.02,Very Low Concern,0.302,0.18
IOWA,0.0325,0.002,0.0227,0.0539,0.0013,0.8581,0.18,Very Low Concern,0.01,Very Low Concern,0.257,0.2
IOWA,0.0503,0.0031,0.0137,0.0467,0.0001,0.8715,0.46,Moderate Concern,0.04,Very Low Concern,0.248,0.2
IOWA,0.016,0.0,0.0043,0.0031,0.0001,0.9651,0.16,Very Low Concern,0.07,Very Low Concern,0.216,0.2
IOWA,0.1428,0.0033,0.0074,0.0006,0.0,0.8265,0.48,Moderate Concern,0.12,Very Low Concern,0.242,0.21
IOWA,0.0224,0.0026,0.0154,0.0133,0.0023,0.9319,0.46,Moderate Concern,0.03,Very Low Concern,0.188,0.21
IOWA,0.1075,0.0007,0.0074,0.0035,0.0005,0.869,0.22,Low Concern,0.01,Very Low Concern,0.227,0.18
IOWA,0.0158,0.0,0.0052,0.0043,0.0,0.9634,0.25,Low Concern,0.23,Low Concern,0.169,0.21
INDIANA,0.1039,0.002,0.0327,0.2764,0.0002,0.5525,0.8,High Concern,0.7,High Concern,0.186,0.19
IOWA,0.0324,0.0061,0.015,0.0172,0.0015,0.9153,0.36,Low Concern,0.3,Low Concern,0.248,0.19
INDIANA,0.0177,0.0,0.0204,0.0006,0.0,0.9542,0.17,Very Low Concern,0.75,High Concern,0.236,0.2
IOWA,0.0148,0.0044,0.0046,0.003,0.0,0.9644,0.09,Very Low Concern,0.03,Very Low Concern,0.22,0.19
IOWA,0.0837,0.0018,0.0454,0.0655,0.0008,0.7771,0.38,Low Concern,0.01,Very Low Concern,0.218,0.19
IOWA,0.121,0.0002,0.0053,0.0038,0.0,0.8541,0.48,Moderate Concern,0.1,Very Low Concern,0.284,0.2
IOWA,0.0134,0.0011,0.0025,0.0005,0.0,0.9804,0.04,Very Low Concern,0.02,Very Low Concern,0.278,0.21
IOWA,0.0487,0.003,0.0115,0.0173,0.0012,0.9059,0.25,Low Concern,0.03,Very Low Concern,0.292,0.19
INDIANA,0.0997,0.0016,0.0138,0.0346,0.0008,0.832,0.15,Very Low Concern,0.45,Moderate Concern,0.218,0.17
KANSAS,0.1481,0.0071,0.0025,0.0105,0.0023,0.8155,0.54,Moderate Concern,0.53,Moderate Concern,0.21,0.2
IOWA,0.0147,0.0001,0.0041,0.0047,0.0092,0.9547,0.13,Very Low Concern,0.1,Very Low Concern,0.274,0.2
IOWA,0.0201,0.0019,0.0047,0.0071,0.0,0.9517,0.38,Low Concern,0.13,Very Low Concern,0.2,0.21
IOWA,0.0369,0.0004,0.0065,0.0029,0.0001,0.9323,0.34,Low Concern,0.02,Very Low Concern,0.231,0.18
INDIANA,0.0139,0.0021,0.0051,0.0289,0.0,0.9411,0.31,Low Concern,0.66,High Concern,0.236,0.19
IOWA,0.0314,0.0,0.0044,0.0072,0.0,0.9488,0.07,Very Low Concern,0.03,Very Low Concern,0.29,0.19
INDIANA,0.0174,0.0007,0.0051,0.0388,0.0,0.9192,0.64,High Concern,0.83,Very High Concern,0.2,0.2
INDIANA,0.1029,0.0013,0.0065,0.0048,0.0002,0.8706,0.47,Moderate Concern,0.79,High Concern,0.177,0.21
IOWA,0.0147,0.0,0.0064,0.0004,0.0,0.9682,0.35,Low Concern,0.25,Low Concern,0.202,0.21
IOWA,0.1662,0.0158,0.0281,0.0323,0.0027,0.7296,0.7,High Concern,0.06,Very Low Concern,0.235,0.21
INDIANA,0.03,0.0015,0.0111,0.0477,0.0,0.8813,0.71,High Concern,0.71,High Concern,0.263,0.2
IOWA,0.0203,0.0009,0.0095,0.0212,0.0,0.9387,0.19,Very Low Concern,0.03,Very Low Concern,0.234,0.2
IOWA,0.0441,0.0018,0.0031,0.0159,0.0,0.9317,0.07,Very Low Concern,0.04,Very Low Concern,0.239,0.19
IOWA,0.1578,0.0084,0.0337,0.0107,0.0,0.7814,0.46,Moderate Concern,0.2,Very Low Concern,0.266,0.21
INDIANA,0.0181,0.0,0.0028,0.0057,0.0,0.9592,0.08,Very Low Concern,0.55,Moderate Concern,0.201,0.2
INDIANA,0.0228,0.0034,0.0049,0.002,0.0,0.9537,0.42,Moderate Concern,0.82,Very High Concern,0.193,0.2
IOWA,0.0158,0.0021,0.0115,0.0088,0.0005,0.9505,0.03,Very Low Concern,0.0,Very Low Concern,0.264,0.2
IOWA,0.0099,0.0,0.001,0.0003,0.0,0.9626,0.25,Low Concern,0.05,Very Low Concern,0.251,0.21
IOWA,0.0159,0.0037,0.0009,0.003,0.0,0.9608,0.46,Moderate Concern,0.29,Low Concern,0.211,0.21
INDIANA,0.0183,0.0024,0.0097,0.0039,0.0,0.9554,0.38,Low Concern,0.75,High Concern,0.224,0.18
INDIANA,0.048,0.0017,0.0082,0.0072,0.0003,0.9188,0.37,Low Concern,0.5,Moderate Concern,0.184,0.2
IOWA,0.0321,0.0019,0.0077,0.0567,0.0,0.8733,0.47,Moderate Concern,0.1,Very Low Concern,0.259,0.21
IOWA,0.0348,0.0038,0.01,0.0196,0.0,0.9104,0.33,Low Concern,0.04,Very Low Concern,0.263,0.21
IOWA,0.0138,0.0017,0.0021,0.0103,0.001,0.9655,0.02,Very Low Concern,0.05,Very Low Concern,0.289,0.2
IOWA,0.0278,0.006,0.0,0.0076,0.0,0.947,0.06,Very Low Concern,0.01,Very Low Concern,0.253,0.21
INDIANA,0.0266,0.0011,0.0123,0.095,0.0017,0.8361,0.52,Moderate Concern,0.53,Moderate Concern,0.295,0.19
KANSAS,0.0355,0.0029,0.0075,0.01,0.0022,0.9008,0.4,Low Concern,0.43,Moderate Concern,0.185,0.2
INDIANA,0.0354,0.0009,0.0044,0.0033,0.0005,0.938,0.27,Low Concern,0.52,Moderate Concern,0.267,0.21
IOWA,0.0057,0.0004,0.0027,0.0004,0.0,0.9657,0.02,Very Low Concern,0.03,Very Low Concern,0.299,0.21
INDIANA,0.0119,0.0007,0.003,0.0146,0.0,0.9594,0.01,Very Low Concern,0.48,Moderate Concern,0.249,0.17
IOWA,0.0204,0.0007,0.0126,0.0024,0.0,0.9532,0.02,Very Low Concern,0.01,Very Low Concern,0.225,0.19
INDIANA,0.1009,0.0002,0.0047,0.0057,0.0,0.8726,0.58,Moderate Concern,0.79,High Concern,0.188,0.19
IOWA,0.0252,0.0036,0.0099,0.0008,0.0,0.9539,0.13,Very Low Concern,0.01,Very Low Concern,0.293,0.21
IOWA,0.1078,0.0008,0.0123,0.0332,0.0067,0.8221,0.74,High Concern,0.11,Very Low Concern,0.212,0.21
IOWA,0.0244,0.0008,0.0025,0.0216,0.0,0.9365,0.23,Low Concern,0.03,Very Low Concern,0.244,0.2
IOWA,0.0287,0.0005,0.0049,0.0075,0.0,0.9498,0.03,Very Low Concern,0.01,Very Low Concern,0.3,0.21
IOWA,0.0345,0.0021,0.0801,0.0222,0.0,0.8384,0.21,Low Concern,0.05,Very Low Concern,0.182,0.19
IOWA,0.0206,0.0,0.0055,0.0055,0.0,0.9599,0.05,Very Low Concern,0.01,Very Low Concern,0.205,0.21
INDIANA,0.0162,0.0074,0.0,0.0058,0.0,0.9449,0.58,Moderate Concern,0.93,Very High Concern,0.174,0.2
IOWA,0.0192,0.0019,0.0045,0.0096,0.0,0.9593,0.18,Very Low Concern,0.13,Very Low Concern,0.25,0.2
IOWA,0.0204,0.0021,0.0036,0.0141,0.0,0.9555,0.01,Very Low Concern,0.04,Very Low Concern,0.275,0.2
IOWA,0.0488,0.0018,0.0259,0.0223,0.0005,0.8804,0.31,Low Concern,0.04,Very Low Concern,0.183,0.21
IOWA,0.0319,0.0076,0.0047,0.0069,0.0,0.9407,0.11,Very Low Concern,0.01,Very Low Concern,0.247,0.21
IOWA,0.0383,0.0031,0.0134,0.0059,0.0066,0.9286,0.15,Very Low Concern,0.08,Very Low Concern,0.259,0.19
IOWA,0.0291,0.0015,0.0074,0.0042,0.0,0.946,0.2,Very Low Concern,0.02,Very Low Concern,0.258,0.19
IOWA,0.0175,0.0022,0.0028,0.0045,0.0002,0.9637,0.04,Very Low Concern,0.02,Very Low Concern,0.219,0.21
KANSAS,0.0518,0.0085,0.0078,0.013,0.0,0.8988,0.15,Very Low Concern,0.27,Low Concern,0.168,0.22
KENTUCKY,0.0526,0.0,0.0007,0.0201,0.0,0.9105,0.61,High Concern,0.25,Low Concern,0.177,0.18
KENTUCKY,0.0216,0.0,0.0062,0.0099,0.0,0.9502,0.68,High Concern,0.4,Low Concern,0.188,0.22
KANSAS,0.0267,0.0026,0.0076,0.0282,0.0,0.9008,0.58,Moderate Concern,0.41,Moderate Concern,0.161,0.2
KANSAS,0.4059,0.0015,0.0,0.0,0.0,0.5765,0.5,Moderate Concern,0.74,High Concern,0.32,0.2
KENTUCKY,0.0328,0.0016,0.0031,0.0055,0.0004,0.9471,0.79,High Concern,0.51,Moderate Concern,0.208,0.22
KANSAS,0.0256,0.0175,0.0045,0.0059,0.0037,0.8801,0.38,Low Concern,0.56,Moderate Concern,0.186,0.22
KENTUCKY,0.0678,0.0032,0.0033,0.028,0.0,0.8865,0.89,Very High Concern,0.49,Moderate Concern,0.233,0.18
KANSAS,0.0269,0.0023,0.001,0.008,0.0,0.9329,0.2,Low Concern,0.33,Low Concern,0.198,0.19
KANSAS,0.0244,0.0072,0.0028,0.0072,0.0,0.9492,0.28,Low Concern,0.37,Low Concern,0.249,0.19
KENTUCKY,0.0138,0.0043,0.0006,0.0115,0.0,0.9522,0.61,High Concern,0.44,Moderate Concern,0.19,0.21
KANSAS,0.0358,0.0035,0.0003,0.0046,0.0,0.9313,0.05,Very Low Concern,0.34,Low Concern,0.259,0.2
KANSAS,0.0417,0.004,0.0038,0.008,0.0,0.9099,0.21,Low Concern,0.5,Moderate Concern,0.185,0.2
KANSAS,0.0462,0.0753,0.0054,0.0021,0.0014,0.8388,0.27,Low Concern,0.48,Moderate Concern,0.303,0.19
KANSAS,0.1618,0.0099,0.0296,0.1768,0.0103,0.566,0.66,High Concern,0.49,Moderate Concern,0.183,0.22
KANSAS,0.0374,0.0015,0.0028,0.0072,0.0,0.9255,0.18,Very Low Concern,0.3,Low Concern,0.228,0.19
KANSAS,0.0297,0.0045,0.0038,0.0052,0.0,0.9528,0.16,Very Low Concern,0.39,Low Concern,0.247,0.19
KENTUCKY,0.0332,0.003,0.0084,0.0792,0.0,0.854,0.43,Moderate Concern,0.1,Very Low Concern,0.202,0.19
KENTUCKY,0.0256,0.0012,0.0,0.0358,0.0004,0.9258,0.91,Very High Concern,0.53,Moderate Concern,0.146,0.23
KANSAS,0.0573,0.0024,0.0113,0.0108,0.0033,0.8941,0.16,Very Low Concern,0.37,Low Concern,0.215,0.19
KANSAS,0.0701,0.0057,0.0145,0.0819,0.001,0.789,0.24,Low Concern,0.4,Low Concern,0.232,0.21
KANSAS,0.0385,0.0032,0.0128,0.0054,0.0004,0.9216,0.05,Very Low Concern,0.35,Low Concern,0.207,0.19
KANSAS,0.0676,0.0324,0.0097,0.0494,0.0018,0.7943,0.8,Very High Concern,0.66,High Concern,0.176,0.22
KANSAS,0.0341,0.0089,0.0,0.023,0.0033,0.9231,0.24,Low Concern,0.53,Moderate Concern,0.212,0.19
KANSAS,0.1596,0.0018,0.0012,0.0,0.0036,0.8182,0.27,Low Concern,0.37,Low Concern,0.242,0.2
KENTUCKY,0.0106,0.0022,0.0017,0.0276,0.0,0.9424,0.89,Very High Concern,0.35,Low Concern,0.189,0.23
KENTUCKY,0.0136,0.0046,0.0011,0.0054,0.0001,0.9665,0.82,Very High Concern,0.48,Moderate Concern,0.194,0.2
KANSAS,0.0511,0.0032,0.0,0.01,0.0,0.9298,0.07,Very Low Concern,0.33,Low Concern,0.297,0.19
KENTUCKY,0.0097,0.0,0.0029,0.022,0.0,0.9501,0.88,Very High Concern,0.47,Moderate Concern,0.171,0.23
KANSAS,0.0557,0.0039,0.0007,0.0121,0.0,0.8978,0.66,High Concern,0.64,High Concern,0.137,0.22
KENTUCKY,0.0011,0.0015,0.0001,0.0011,0.0002,0.9902,0.8,High Concern,0.35,Low Concern,0.186,0.19
KANSAS,0.3641,0.0039,0.0032,0.0077,0.0,0.6056,0.67,High Concern,0.84,Very High Concern,0.162,0.2
KENTUCKY,0.0719,0.001,0.0374,0.1445,0.0002,0.71,0.49,Moderate Concern,0.05,Very Low Concern,0.3,0.17
KENTUCKY,0.025,0.0,0.0,0.0627,0.0,0.9088,0.5,Moderate Concern,0.23,Low Concern,0.2,0.21
KANSAS,0.0463,0.0746,0.0062,0.0066,0.0003,0.8301,0.27,Low Concern,0.36,Low Concern,0.31,0.19
KANSAS,0.1139,0.0069,0.0077,0.0169,0.0014,0.8313,0.43,Moderate Concern,0.57,Moderate Concern,0.143,0.2
KANSAS,0.0679,0.0,0.0,0.0,0.0,0.931,0.1,Very Low Concern,0.32,Low Concern,0.304,0.19
KANSAS,0.021,0.006,0.0012,0.0072,0.0,0.9514,0.1,Very Low Concern,0.23,Low Concern,0.274,0.19
KENTUCKY,0.0272,0.0031,0.011,0.0349,0.0023,0.8965,0.5,Moderate Concern,0.14,Very Low Concern,0.127,0.19
KANSAS,0.1216,0.0083,0.0093,0.0071,0.0,0.8361,0.5,Moderate Concern,0.33,Low Concern,0.23,0.19
KENTUCKY,0.018,0.0,0.0027,0.028,0.0004,0.9379,0.26,Low Concern,0.04,Very Low Concern,0.199,0.19
KANSAS,0.476,0.0,0.0043,0.0004,0.0,0.5165,0.38,Low Concern,0.72,High Concern,0.241,0.2
KANSAS,0.0274,0.0076,0.0002,0.0073,0.0,0.9358,0.05,Very Low Concern,0.3,Low Concern,0.227,0.21
KANSAS,0.0715,0.003,0.0011,0.0253,0.0,0.8834,0.39,Low Concern,0.25,Low Concern,0.254,0.2
KANSAS,0.0616,0.0077,0.0128,0.0319,0.0,0.8572,0.4,Low Concern,0.49,Moderate Concern,0.202,0.19
KENTUCKY,0.0196,0.0069,0.0015,0.2401,0.0,0.7082,0.87,Very High Concern,0.49,Moderate Concern,0.169,0.19
KANSAS,0.0613,0.0132,0.0039,0.0013,0.002,0.9015,0.32,Low Concern,0.49,Moderate Concern,0.232,0.2
KANSAS,0.0215,0.0007,0.0169,0.0011,0.0,0.9507,0.04,Very Low Concern,0.25,Low Concern,0.271,0.19
KANSAS,0.0215,0.004,0.0008,0.0048,0.0,0.9445,0.07,Very Low Concern,0.46,Moderate Concern,0.275,0.19
KANSAS,0.0321,0.0049,0.0001,0.0046,0.0003,0.9202,0.64,High Concern,0.55,Moderate Concern,0.186,0.19
KANSAS,0.0317,0.0021,0.0009,0.0188,0.0,0.9302,0.27,Low Concern,0.52,Moderate Concern,0.206,0.19
KANSAS,0.0252,0.0005,0.0039,0.0031,0.0026,0.9461,0.13,Very Low Concern,0.44,Moderate Concern,0.226,0.19
KENTUCKY,0.0669,0.0014,0.0045,0.0408,0.003,0.8653,0.78,High Concern,0.44,Moderate Concern,0.143,0.19
KENTUCKY,0.0182,0.0006,0.003,0.0229,0.0003,0.931,0.69,High Concern,0.11,Very Low Concern,0.193,0.2
KENTUCKY,0.0291,0.0015,0.0061,0.0458,0.0,0.9015,0.61,High Concern,0.08,Very Low Concern,0.198,0.19
KANSAS,0.0324,0.0,0.0056,0.002,0.0,0.9242,0.08,Very Low Concern,0.31,Low Concern,0.274,0.2
KANSAS,0.3521,0.0009,0.0066,0.0094,0.0,0.6174,0.47,Moderate Concern,0.43,Moderate Concern,0.38,0.19
KANSAS,0.0571,0.0036,0.0186,0.0213,0.0,0.8658,0.7,High Concern,0.5,Moderate Concern,0.177,0.22
KENTUCKY,0.0313,0.0017,0.0173,0.043,0.0001,0.8802,0.62,High Concern,0.03,Very Low Concern,0.244,0.18
KANSAS,0.3171,0.0,0.0038,0.0038,0.0,0.6685,0.47,Moderate Concern,0.56,Moderate Concern,0.29,0.2
KENTUCKY,0.0108,0.0006,0.0009,0.0219,0.0,0.9579,0.77,High Concern,0.48,Moderate Concern,0.209,0.22
KANSAS,0.0204,0.0024,0.0024,0.0114,0.0,0.9541,0.06,Very Low Concern,0.42,Moderate Concern,0.29,0.19
KENTUCKY,0.0136,0.0,0.0076,0.0209,0.0,0.9241,0.53,Moderate Concern,0.45,Moderate Concern,0.175,0.22
KENTUCKY,0.0167,0.0011,0.0047,0.0152,0.0,0.9506,0.73,High Concern,0.37,Low Concern,0.207,0.22
KANSAS,0.0488,0.0072,0.0122,0.0235,0.0005,0.8882,0.26,Low Concern,0.32,Low Concern,0.153,0.18
KANSAS,0.3296,0.0,0.0,0.0185,0.0,0.6449,0.26,Low Concern,0.76,High Concern,0.233,0.2
KANSAS,0.1189,0.0019,0.0063,0.0151,0.0018,0.8277,0.34,Low Concern,0.27,Low Concern,0.204,0.18
KENTUCKY,0.0241,0.0,0.0,0.0172,0.0002,0.9365,0.51,Moderate Concern,0.26,Low Concern,0.24,0.19
KANSAS,0.0671,0.0077,0.0121,0.0,0.0026,0.9105,0.03,Very Low Concern,0.27,Low Concern,0.307,0.19
KANSAS,0.0325,0.0015,0.0019,0.0059,0.0001,0.9324,0.23,Low Concern,0.42,Moderate Concern,0.22,0.19
KANSAS,0.0628,0.0219,0.0522,0.0412,0.0001,0.784,0.22,Low Concern,0.37,Low Concern,0.228,0.18
KENTUCKY,0.0185,0.0054,0.0049,0.0409,0.0,0.9153,0.77,High Concern,0.57,Moderate Concern,0.132,0.22
KANSAS,0.499,0.0034,0.0393,0.0274,0.0,0.4133,0.82,Very High Concern,0.58,Moderate Concern,0.138,0.2
KANSAS,0.0453,0.0075,0.0015,0.0472,0.0,0.8542,0.64,High Concern,0.41,Moderate Concern,0.231,0.22
KANSAS,0.2338,0.0,0.0062,0.008,0.0,0.7121,0.41,Moderate Concern,0.62,High Concern,0.184,0.2
KENTUCKY,0.0205,0.0008,0.0097,0.032,0.0001,0.923,0.22,Low Concern,0.08,Very Low Concern,0.221,0.18
KANSAS,0.0198,0.0,0.0175,0.0417,0.0,0.8853,0.13,Very Low Concern,0.39,Low Concern,0.371,0.19
KANSAS,0.0719,0.0072,0.0012,0.0064,0.0,0.8981,0.14,Very Low Concern,0.53,Moderate Concern,0.269,0.19
KANSAS,0.1086,0.0134,0.0161,0.0288,0.0001,0.7964,0.73,High Concern,0.48,Moderate Concern,0.198,0.19
KANSAS,0.2048,0.0022,0.0072,0.0062,0.0,0.7545,0.37,Low Concern,0.41,Moderate Concern,0.23,0.2
KENTUCKY,0.0109,0.0002,0.0049,0.0095,0.0,0.9618,0.32,Low Concern,0.13,Very Low Concern,0.202,0.2
KANSAS,0.0613,0.0082,0.0,0.0007,0.0,0.9005,0.13,Very Low Concern,0.34,Low Concern,0.324,0.19
